model_name,model_display_name,epoch,train_loss,learning_rate,epoch_seconds,precision,recall,f1_score,mean_matched_iou,count_mae,true_positives,false_positives,false_negatives,prediction_count,ground_truth_count
ssdlite320_mobilenet_v3_large,SSD/SSDLite MobileNetV3,1,8.264610368344519,0.0005,19.881548404693604,0.6041666666540799,0.01704879482656258,0.03316180669329235,0.6737190279235036,8.132352941176471,29,19,1672,48,1701
ssdlite320_mobilenet_v3_large,SSD/SSDLite MobileNetV3,2,5.526746774713199,0.0005,20.464881420135498,0.6830985915444853,0.05702527924746795,0.10526315775239892,0.7287711685390652,7.955882352941177,97,45,1604,142,1701
ssdlite320_mobilenet_v3_large,SSD/SSDLite MobileNetV3,3,4.92794272965855,0.00025,19.987032890319824,0.7606382978682945,0.08406819517925687,0.15140285847597568,0.7497816977748591,7.71078431372549,143,45,1558,188,1701
ssdlite320_mobilenet_v3_large,SSD/SSDLite MobileNetV3,4,4.322482468353377,0.00025,20.254550457000732,0.8692307692240829,0.06643151087591627,0.12342981963856528,0.7748795731864142,7.78921568627451,113,17,1588,130,1701
ssdlite320_mobilenet_v3_large,SSD/SSDLite MobileNetV3,5,4.111415094385545,0.00025,20.457464933395386,0.8791946308665827,0.07701352145792063,0.14162162147336102,0.7749982548974843,7.666666666666667,131,18,1570,149,1701
ssdlite320_mobilenet_v3_large,SSD/SSDLite MobileNetV3,6,4.001658050964276,0.000125,20.19129967689514,0.7384615384586982,0.11287477954137985,0.19581845973919063,0.745344032219144,7.25,192,68,1509,260,1701
